,favorite_count,retweet_count,tweet_id
357,10804,3455,830097400375152640
358,0,5757,829878982036299777
359,13441,2243,829861396166877184
360,34913,12224,829501995190984704
361,11519,2329,829449946868879360
362,38074,10706,829374341691346946
363,26952,8530,829141528400556032
364,58302,18627,829011960981237760
365,0,3901,828801551087042563
366,28085,6746,828770345708580865
367,40241,12882,828708714936930305
368,10467,1544,828650029636317184
369,6898,1305,828409743546925057
370,8398,1477,828408677031882754
371,13864,2554,828381636999917570
372,8112,1216,828376505180889089
373,13756,3344,828372645993398273
374,2408,195,828361771580813312
375,12923,3260,828046555563323392
376,11411,2451,828011680017821696
377,22180,5987,827933404142436356
378,16983,3433,827653905312006145
379,8143,1082,827600520311402496
380,17523,3510,827324948884643840
381,0,13517,827228250799742977
382,11659,2579,827199976799354881
383,23767,5757,826958653328592898
384,40325,11878,826848821049180160
385,0,4521,826615380357632002
386,5637,292,826598799820865537
387,11117,2709,826598365270007810
388,20275,4821,826476773533745153
389,14614,2965,826240494070030336
390,5361,1075,826204788643753985
391,17299,3599,826115272272650244
392,11525,2146,825876512159186944
393,14025,2848,825829644528148480
394,56413,19669,825535076884762624
395,20181,5244,825147591692263424
396,0,1483,825120256414846976
397,7020,1483,825026590719483904
398,0,6288,824796380199809024
399,16508,4069,824775126675836928
400,11113,1993,824663926340194305
401,12999,11848,824325613288833024
402,16625,4463,824297048279236611
403,5255,679,824025158776213504
404,11755,3123,823939628516474880
405,0,12953,823719002937630720
406,13826,2772,823699002998870016
407,14376,3031,823581115634085888
408,777,31,823333489516937216
409,17437,4637,823322678127919110
410,0,11421,823269594223824897
411,19139,3958,822975315408461824
412,132810,48265,822872901745569793
413,14576,2622,822859134160621569
414,0,7390,822647212903690241
415,16327,3423,822610361945911296
416,20083,7390,822489057087389700
417,31800,17209,822462944365645825
418,38832,11421,822244816520155136
419,0,5571,822163064745328640
420,12582,2692,821886076407029760
421,0,3839,821813639212650496
422,9317,1899,821765923262631936
423,8871,2030,821522889702862852
424,0,6470,821421320206483457
425,13075,5053,821407182352777218
426,280,10,821153421864615936
427,9718,2320,821149554670182400
428,10645,2487,821107785811234820
429,14021,2636,821044531881721856
430,0,7733,820837357901512704
431,34984,11525,820749716845686786
432,13518,3716,820690176645140481
433,0,648,820494788566847489
434,0,2980,820446719150292993
435,3706,648,820314633777061888
436,21979,7246,820078625395449857
437,0,1369,820013781606658049
438,5927,1369,819952236453363712
439,14305,5607,819924195358416896
440,14916,3604,819711362133872643
441,10606,2271,819588359383371776
442,8008,1383,819347104292290561
443,2550,462,819238181065359361
444,25652,7733,819227688460238848
445,0,42228,819015337530290176
446,0,21794,819015331746349057
447,49960,21794,819006400881917954
448,95450,42228,819004803107983360
449,0,24069,818646164899774465
450,24597,8564,818627210458333184
451,10971,2982,818614493328580609
452,0,7126,818588835076603904
453,12127,2873,818536468981415936
454,0,9366,818307523543449600
455,12197,2621,818259473185828864
456,13671,3014,818145370475810820
457,5356,906,817908911860748288
458,57622,31314,817827839487737858
459,11901,3084,817777686764523521
460,13105,3505,817536400337801217
461,0,3917,817502432452313088
462,38260,17504,817423860136083457
463,6267,1131,817415592588222464
464,0,9907,817181837579653120
465,9690,2326,817171292965273600
466,13367,3011,817120970343411712
467,9517,1927,817056546584727552
468,0,5496,816829038950027264
469,11071,2361,816816676327063552
470,10905,2545,816697700272001025
471,33961,9366,816450570814898180
472,9564,2269,816336735214911488
473,9927,2500,816091915477250048
474,0,1207,816062466425819140
475,0,6154,816014286006976512
476,5545,1207,815990720817401858
477,25057,9907,815966073409433600
478,0,4797,815745968457060357
479,10937,2625,815736392542261248
480,9161,1918,815639385530101762
481,11467,4407,815390420867969024
482,8485,1505,814986499976527872
483,12511,3130,814638523311648768
484,0,6750,814578408554463233
485,9629,2156,814530161257443328
486,32000,10080,814153002265309185
487,0,3732,813944609378369540
488,10342,2194,813910438903693312
489,40402,16267,813812741911748608
490,9300,2060,813800681631023104
491,20783,8476,813217897535406080
492,10192,2090,813202720496779264
493,22085,5096,813187593374461952
494,10384,2236,813172488309972993
495,8588,2557,813157409116065792
496,9361,2728,813142292504645637
497,4968,513,813130366689148928
498,13242,3652,813127251579564032
499,11515,3225,813112105746448384
500,11694,4207,813096984823349248
501,10989,3220,813081950185472002
502,8865,2276,813066809284972545
503,23337,8503,813051746834595840
504,8380,2191,812781120811126785
505,0,8067,812747805718642688
506,7373,1665,812709060537683968
507,6787,1424,812503143955202048
508,8900,2231,812466873996607488
509,15224,4252,812372279581671427
510,8102,1647,811985624773361665
511,8429,1884,811744202451197953
512,6215,872,811647686436880384
513,14265,3650,811627233043480576
514,23302,7444,811386762094317568
515,5927,1655,810984652412424192
516,10093,2090,810896069567610880
517,12192,3057,810657578271330305
518,39640,13369,810284430598270976
519,16380,3901,810254108431155201
520,17250,4521,809920764300447744
521,0,5711,809808892968534016
522,7727,1696,809448704142938112
523,22246,6554,809220051211603969
524,14685,4046,809084759137812480
525,11271,3536,808838249661788160
526,8784,2509,808733504066486276
527,12595,3007,808501579447930884
528,47281,24069,808344865868283904
529,0,6961,808134635716833280
530,9701,2525,808106460588765185
531,14015,4098,808001312164028416
532,16236,4288,807621403335917568
533,107015,56625,807106840509214720
534,0,8521,807059379405148160
535,14514,4418,807010152071229440
536,75639,37911,806629075125202948
537,0,6426,806620845233815552
538,5370,2230,806576416489959424
539,11363,2752,806542213899489280
540,0,13616,806242860592926720
541,7145,1388,806219024703037440
542,0,6238,805958939288408065
543,9178,2209,805932879469572096
544,7335,2132,805826884734976000
545,0,9374,805823200554876929
546,6368,1905,805520635690676224
547,9773,2929,805487436403003392
548,8680,1972,805207613751304193
549,15326,4480,804738756058218496
550,6886,2355,804475857670639616
551,0,3712,804413760345620481
552,49774,18876,804026241225523202
553,11203,3220,803773340896923648
554,0,8689,803692223237865472
555,12270,4828,803638050916102144
556,8601,2169,803380650405482500
557,0,6221,803321560782307329
558,11207,2887,803276597545603072
559,10085,2336,802952499103731712
560,0,3403,802624713319034886
561,7938,1714,802600418706604034
562,9959,2926,802572683846291456
563,18124,6808,802323869084381190
564,7039,1573,802265048156610565
565,0,5247,802247111496568832
566,10132,3040,802239329049477120
567,0,314,802185808107208704
568,8608,1992,801958328846974976
569,1958,275,801854953262350336
570,9141,2391,801538201127157760
571,6802,960,801285448605831168
572,27386,6961,801167903437357056
573,0,4627,801127390143516673
574,8992,2429,801115127852503040
575,778,113,800859414831898624
576,0,1889,800855607700029440
577,11701,3214,800751577355128832
578,14685,3495,800513324630806528
579,10538,2489,800459316964663297
580,0,5068,800443802682937345
581,12456,3265,800388270626521089
582,0,4581,800188575492947969
583,17092,2980,800141422401830912
584,31768,15351,800018252395122689
585,0,5488,799774291445383169
586,9390,2506,799757965289017345
587,8965,2213,799422933579902976
588,0,6478,799308762079035393
589,11065,3227,799297110730567681
590,9058,2863,799063482566066176
591,14712,5203,798933969379225600
592,8246,1663,798925684722855936
593,0,7724,798705661114773508
594,0,9126,798701998996647937
595,0,7602,798697898615730177
596,0,5812,798694562394996736
597,0,2702,798686750113755136
598,0,5515,798682547630837760
599,0,6485,798673117451325440
600,0,4519,798665375516884993
601,0,2153,798644042770751489
602,0,2272,798628517273620480
603,0,6618,798585098161549313
604,0,6871,798576900688019456
605,0,3924,798340744599797760
606,11548,2954,798209839306514432
607,13018,3652,797971864723324932
608,16198,5656,797545162159308800
609,22328,7726,797236660651966464
610,256,32,797165961484890113
611,0,10411,796904159865868288
612,8564,2198,796865951799083009
613,13256,3562,796759840936919040
614,0,8536,796563435802726400
615,8472,2042,796484825502875648
616,12334,4861,796387464403357696
617,0,16628,796177847564038144
618,36177,16628,796149749086875649
619,5511,2079,796125600683540480
620,10139,2813,796116448414461957
621,9469,2703,796080075804475393
622,12071,4284,796031486298386433
623,55683,27728,795464331001561088
624,11270,3323,795400264262053889
625,18139,6288,795076730285391872
626,0,3942,794983741416415232
627,11492,2697,794926597468000259
628,0,12014,794355576146903043
629,10686,3088,794332329137291264
630,10314,3895,794205286408003585
631,18910,5711,793962221541933056
632,10295,2187,793845145112371200
633,0,3661,793614319594401792
634,8926,1908,793601777308463104
635,11953,2786,793500921481273345
636,27597,10723,793286476301799424
637,9677,2763,793271401113350145
638,22350,9714,793256262322548741
639,11780,3812,793241302385262592
640,11001,3338,793226087023144960
641,9997,3301,793210959003287553
642,17063,6547,793195938047070209
643,7740,2310,793180763617361921
644,10478,3238,793165685325201412
645,6909,1984,793150605191548928
646,7214,2893,793135492858580992
647,14202,4551,793120401413079041
648,16063,4715,792913359805018113
649,12666,4964,792883833364439040
650,8209,1963,792773781206999040
651,15128,4998,792394556390137856
652,8029,2088,792050063153438720
653,0,24514,791821351946420224
654,0,11271,791784077045166082
655,0,4432,791780927877898241
656,37818,21156,791774931465953280
657,13129,3661,791672322847637504
658,14670,4797,791406955684368384
659,9841,2963,791312159183634433
660,0,4858,791026214425268224
661,11089,2483,790987426131050500
662,18601,5496,790946055508652032
663,0,2704,790723298204217344
664,9158,2203,790698755171364864
665,22473,8183,790581949425475584
666,8740,2167,790337589677002753
667,14081,3732,790277117346975746
668,0,4190,790227638568808452
669,10369,2704,789986466051088384
670,0,4839,789960241177853952
671,11673,4858,789903600034189313
672,8448,2080,789628658055020548
673,7620,2279,789599242079838210
674,13188,3942,789530877013393408
675,9615,2666,789314372632018944
676,0,5747,789280767834746880
677,10196,3014,789268448748703744
678,10875,3244,789137962068021249
679,30653,14409,788908386943430656
680,30658,12014,788765914992902144
681,0,8407,788552643979468800
682,16060,5990,788412144018661376
683,8100,2488,788178268662984705
684,6865,1510,788150585577050112
685,0,3952,788070120937619456
686,6867,1535,788039637453406209
687,9717,3540,787810552592695296
688,11416,3240,787717603741622272
689,12120,3300,787397959788929025
690,8726,2032,787322443945877504
691,0,7798,787111942498508800
692,29725,9327,786963064373534720
693,0,2827,786729988674449408
694,20296,7069,786709082849828864
695,11957,2996,786664955043049472
696,10497,3601,786595970293370880
697,12189,4072,786363235746385920
698,8930,3352,786286427768250368
699,17178,5571,786233965241827333
700,1614,179,786051337297522688
701,0,8237,786036967502913536
702,12696,3652,785927819176054784
703,7489,2130,785872687017132033
704,8735,2561,785639753186217984
705,10183,2334,785533386513321988
706,6800,1477,785515384317313025
707,8128,1911,785264754247995392
708,13491,5639,785170936622350336
709,11310,3712,784826020293709826
710,10039,2970,784517518371221505
711,6329,1491,784431430411685888
712,22513,9374,784183165795655680
713,33505,12953,784057939640352768
714,33689,12643,783839966405230592
715,8209,2269,783821107061198850
716,11650,3737,783695101801398276
717,9468,2608,783466772167098368
718,18908,6441,783391753726550016
719,0,6533,783347506784731136
720,32651,13616,783334639985389568
721,9112,2565,783085703974514689
722,26949,8521,782969140009107456
723,8310,1604,782747134529531904
724,19250,6238,782722598790725632
725,8694,2184,782598640137187329
726,18630,6470,782305867769217024
727,0,7236,782021823840026624
728,12357,3920,781955203444699136
729,11634,3129,781661882474196992
730,4466,1314,781655249211752448
731,23163,6426,781524693396357120
732,7973,2961,781308096455073793
733,9428,2458,781251288990355457
734,10895,3168,781163403222056960
735,24192,8536,780931614150983680
736,8033,2328,780858289093574656
737,6141,1505,780800785462489090
738,13525,3839,780601303617732608
739,7040,2032,780543529827336192
740,0,4319,780496263422808064
741,0,136,780476555013349377
742,5892,1224,780459368902959104
743,9712,2589,780192070812196864
744,0,2655,780092040432480260
745,13723,5815,780074436359819264
746,21252,8237,779834332596887552
747,9831,3613,779377524342161408
748,0,21324,779124354206535695
749,13206,4207,779123168116150273
750,16500,5247,779056095788752897
751,22342,8437,778990705243029504
752,0,11550,778774459159379968
753,955,426,778764940568104960
754,7717,1562,778748913645780993
755,6430,1729,778650543019483137
756,5177,1176,778624900596654080
757,15135,5023,778408200802557953
758,0,14198,778396591732486144
759,6515,1271,778383385161035776
760,11576,3836,778286810187399168
761,9417,3065,778039087836069888
762,7320,1885,778027034220126208
763,0,4080,777953400541634568
764,7078,1893,777885040357281792
765,12518,3403,777684233540206592
766,0,4947,777641927919427584
767,9742,2910,777621514455814149
768,15921,4999,777189768882946048
769,0,15839,776819012571455488
770,5444,1405,776813020089548800
771,9858,3249,776477788987613185
772,0,10673,776249906839351296
773,33345,18497,776218204058357768
774,10681,2919,776201521193218049
775,13102,5068,776113305656188928
776,2045,179,776088319444877312
777,0,17621,775898661951791106
778,13022,3116,775842724423557120
779,15413,4627,775733305207554048
780,14361,5302,775729183532220416
781,8295,3472,775364825476165632
782,11309,4532,775350846108426240
783,0,9220,775096608509886464
784,17281,5488,775085132600442880
785,9462,2035,774757898236878852
786,7508,2013,774639387460112384
787,24167,6478,774314403806253056
788,11925,4492,773985732834758656
789,7110,1999,773922284943896577
790,7317,1891,773704687002451968
791,5935,1501,773670353721753600
792,24553,7126,773547596996571136
793,0,5912,773336787167145985
794,25846,8640,773308824254029826
795,10414,3699,773247561583001600
796,11117,4736,773191612633579521
797,9555,4501,772877495989305348
798,8842,2669,772826264096874500
799,0,3914,772615324260794368
800,7192,1968,772581559778025472
801,6665,1612,772193107915964416
802,4181,1300,772152991789019136
803,4165,848,772117678702071809
804,3005,546,772114945936949249
805,4448,1065,772102971039580160
806,7298,2181,771908950375665664
807,13356,3924,771770456517009408
808,9167,3018,771500966810099713
809,11746,5912,771380798096281600
810,0,8705,771171053431250945
811,10223,3357,771136648247640064
812,6898,1663,771102124360998913
813,7032,1782,771014301343748096
814,5498,1415,770787852854652928
815,5749,1626,770772759874076672
816,0,52360,770743923962707968
817,8130,2013,770655142660169732
818,6987,2390,770414278348247044
819,6923,1718,770293558247038976
820,0,3520,770093767776997377
821,8385,2651,770069151037685760
822,34948,11131,769940425801170949
823,7101,1926,769695466921623552
824,0,8830,769335591808995329
825,5980,1969,769212283578875904
826,16017,7574,768970937022709760
827,0,3129,768909767477751808
828,4660,1034,768855141948723200
829,4580,1382,768609597686943744
830,5592,1473,768596291618299904
831,0,6719,768554158521745409
832,15110,3958,768473857036525572
833,12157,4080,768193404517830656
834,5309,1634,767884188863397888
835,17814,6221,767754930266464257
836,8295,2688,767500508068192258
837,13643,4406,767191397493538821
838,11227,3261,767122157629476866
839,0,6521,766864461642756096
840,5650,1565,766793450729734144
841,2872,438,766714921925144576
842,4484,918,766693177336135680
843,6671,1825,766423258543644672
844,7493,2166,766313316352462849
845,0,2970,766078092750233600
846,4765,1003,766069199026450432
847,4149,571,766008592277377025
848,8021,2475,765719909049503744
849,5760,1407,765669560888528897
850,20539,3127,765395769549590528
851,7842,2475,765371061932261376
852,12902,3914,765222098633691136
853,7099,2029,764857477905154048
854,6718,1745,764259802650378240
855,812,61,763956972077010945
856,14041,4858,763837565564780549
857,6004,1702,763183847194451968
858,0,3484,763167063695355904
859,8163,2602,763103485927849985
860,13518,4190,762699858130116608
861,12571,7612,762471784394268675
862,11503,4839,762464539388485633
863,5350,1298,762316489655476224
864,35400,17919,762035686371364864
865,5992,2310,761976711479193600
866,0,4535,761750502866649088
867,4707,979,761745352076779520
868,55016,33421,761672994376806400
869,4578,1336,761599872357261312
870,0,20500,761371037149827077
871,5792,1669,761334018830917632
872,4957,1265,761292947749015552
873,5908,1775,761227390836215808
874,12482,3952,761004547850530816
875,4228,1104,760893934457552897
876,7343,2210,760656994973933572
877,5485,1481,760641137271070720
878,8399,4168,760539183865880579
879,4681,1608,760521673607086080
880,29618,13140,760290219849637889
881,4338,995,760252756032651264
882,6334,2079,760190180481531904
883,0,38,760153949710192640
884,6581,2382,759943073749200896
885,16284,6521,759923798737051648
886,7433,2265,759846353224826880
887,6620,2173,759793422261743616
888,0,24319,759566828574212096
889,5202,1341,759557299618865152
890,9418,2827,759447681597108224
891,1846,561,759446261539934208
892,6725,2221,759197388317847553
893,0,1359,759159934323924993
894,16101,4813,759099523532779520
895,7227,2302,759047813560868866
896,3904,1027,758854675097526272
897,12376,4376,758828659922702336
898,6339,1824,758740312047005698
899,4227,1132,758474966123810816
900,5316,2539,758467244762497024
901,5756,2204,758405701903519748
902,3797,1245,758355060040593408
903,21302,11550,758099635764359168
904,3001,433,758041019896193024
905,7613,3710,757741869644341248
906,0,9299,757729163776290825
907,5022,1391,757725642876129280
908,5026,1272,757611664640446465
909,0,336,757597904299253760
910,4808,1219,757596066325864448
911,16743,7759,757400162377592832
912,6462,2009,757393109802180609
913,4995,1637,757354760399941633
914,6923,2271,756998049151549440
915,7342,2295,756939218950160384
916,5612,1511,756651752796094464
917,11506,4169,756526248105566208
918,4359,1231,756303284449767430
919,28519,15071,756288534030475264
920,7114,1738,756275833623502848
921,8092,3285,755955933503782912
922,18212,6148,755206590534418437
923,23446,12621,755110668769038337
924,0,9193,754874841593970688
925,7616,2870,754856583969079297
926,2854,591,754747087846248448
927,5852,2220,754482103782404096
928,4147,846,754449512966619136
929,8655,2670,754120377874386944
930,9726,4079,754011816964026368
931,6458,2492,753655901052166144
932,8731,4071,753420520834629632
933,6384,2186,753398408988139520
934,8411,2655,753375668877008896
935,0,6620,753298634498793472
936,3758,1191,753294487569522689
937,41080,24013,753039830821511168
938,4283,1109,753026973505581056
939,13970,7798,752932432744185856
940,7592,1790,752917284578922496
941,0,3291,752701944171524096
942,6642,1846,752682090207055872
943,4878,1794,752660715232722944
944,6140,2605,752568224206688256
