,favorite_count,retweet_count,tweet_id
945,8157,3917,752519690950500352
946,4238,1263,752334515931054080
947,0,18963,752309394570878976
948,6569,2106,752173152931807232
949,3415,1060,751950017322246144
950,5770,1530,751937170840121344
951,6428,2227,751830394383790080
952,6479,3320,751793661361422336
953,8699,3440,751598357617971201
954,4849,1265,751583847268179968
955,5547,1445,751538714308972544
956,3516,1127,751456908746354688
957,13791,6695,751251247299190784
958,6948,2086,751205363882532864
959,5610,1480,751132876104687617
960,5306,1595,750868782890057730
961,14621,5747,750719632563142656
962,4934,1316,750506206503038976
963,14569,4947,750429297815552001
964,5005,1309,750383411068534784
965,758,39,750381685133418496
966,3409,1095,750147208377409536
967,3990,1440,750132105863102464
968,4740,1466,750117059602808832
969,3344,959,750101899009982464
970,2383,613,750086836815486976
971,8653,3802,750071704093859840
972,3444,1011,750056684286914561
973,3502,703,750041628174217216
974,2986,888,750026558547456000
975,3568,1035,750011400160841729
976,3331,919,749996283729883136
977,5569,2772,749981277374128128
978,5114,1493,749774190421639168
979,6721,1904,749417653287129088
980,2892,622,749403093750648834
981,9488,3951,749395845976588288
982,6076,2509,749317047558017024
983,6353,2360,749075273010798592
984,5277,1714,749064354620928000
985,3425,896,749036806121881602
986,11235,3759,748977405889503236
987,6461,2564,748932637671223296
988,3047,1067,748705597323898880
989,5213,1814,748699167502000129
990,4659,1504,748692773788876800
991,6696,2272,748575535303884801
992,2411,776,748568946752774144
993,5735,1413,748346686624440324
994,8462,4701,748337862848962560
995,4078,867,748324050481647620
996,4027,810,748307329658011649
997,15549,8825,748220828303695873
998,6397,2444,747963614829678593
999,7310,2894,747933425676525569
1000,3243,1116,747885874273214464
1001,3084,851,747844099428986880
1002,5346,1316,747816857231626240
1003,1520,179,747651430853525504
1004,14182,6614,747648653817413632
1005,2545,619,747600769478692864
1006,4065,1205,747594051852075008
1007,6110,1803,747512671126323200
1008,4249,1169,747461612269887489
1009,5965,2184,747439450712596480
1010,0,3257,747242308580548608
1011,5792,1791,747219827526344708
1012,3722,1038,747204161125646336
1013,10534,4548,747103485104099331
1014,3168,336,746906459439529985
1015,6593,2429,746872823977771008
1016,5807,1944,746818907684614144
1017,5345,1806,746790600704425984
1018,10520,4432,746757706116112384
1019,6648,2037,746726898085036033
1020,5520,2104,746542875601690625
1021,0,1110,746521445350707200
1022,5094,1226,746507379341139972
1023,6637,1854,746369468511756288
1024,7565,2511,746131877086527488
1025,3904,931,746056683365994496
1026,4437,1207,745789745784041472
1027,7652,2636,745712589599014916
1028,7824,2894,745433870967832576
1029,9412,2768,745422732645535745
1030,7863,3131,745314880350101504
1031,8605,3976,745074613265149952
1032,7945,2585,745057283344719872
1033,3277,716,744995568523612160
1034,8652,3042,744971049620602880
1035,6150,1771,744709971296780288
1036,7443,2412,744334592493166593
1037,131075,79515,744234799360020481
1038,1868,424,744223424764059648
1039,4551,1231,743980027717509120
1040,3999,1087,743895849529389061
1041,0,2387,743835915802583040
1042,4917,1560,743609206067040256
1043,20275,7445,743595368194129920
1044,3863,1066,743545585370791937
1045,8671,4185,743510151680958465
1046,4624,1366,743253157753532416
1047,6792,2164,743222593470234624
1048,4215,1560,743210557239623680
1049,7744,4011,742534281772302336
1050,4878,2245,742528092657332225
1051,7916,4382,742465774154047488
1052,10812,4319,742423170473463808
1053,7457,2266,742385895052087300
1054,4743,1547,742161199639494656
1055,5661,1783,742150209887731712
1056,4982,1698,741793263812808706
1057,8945,3144,741743634094141440
1058,4026,937,741438259667034112
1059,9631,3650,741303864243200000
1060,10997,6247,741099773336379392
1061,10342,3520,741067306818797568
1062,7018,3154,740995100998766593
1063,3736,1062,740711788199743490
1064,3101,888,740699697422163968
1065,19881,7724,740676976021798912
1066,20648,9220,740373189193256964
1067,2727,495,740365076218183684
1068,3610,967,740359016048689152
1069,7335,2220,740214038584557568
1070,21898,6719,739979191639244800
1071,4443,1217,739932936087216128
1072,4138,966,739844404073074688
1073,4185,1547,739623569819336705
1074,5897,1876,739606147276148736
1075,43694,24319,739544079319588864
1076,7887,3309,739485634323156992
1077,75163,52360,739238157791694849
1078,115,6,738891149612572673
1079,4127,1283,738885046782832640
1080,3661,917,738883359779196928
1081,5575,1759,738537504001953792
1082,3599,955,738402415918125056
1083,4727,1360,738184450748633089
1084,9635,3828,738166403467907072
1085,2768,748,738156290900254721
1086,5757,2006,737826014890496000
1087,10943,3904,737800304142471168
1088,5528,1509,737678689543020544
1089,11302,5048,737445876994609152
1090,3953,907,737322739594330112
1091,16040,8329,737310737551491075
1092,4736,1972,736736130620620800
1093,19450,8407,736392552031657984
1094,4367,1408,736365877722001409
1095,8901,3115,736225175608430592
1096,8652,3355,736010884653420544
1097,3934,1283,735991953473572864
1098,4397,1237,735648611367784448
1099,6776,2659,735635087207878657
1100,9629,4707,735274964362878976
1101,3675,993,735256018284875776
1102,3428,1092,735137028879360001
1103,2993,572,734912297295085568
1104,13745,7102,734787690684657664
1105,2742,608,734776360183431168
1106,1646,451,734559631394082816
1107,3926,881,733828123016450049
1108,4015,1141,733822306246479872
1109,3438,1065,733482008106668032
1110,4605,1451,733460102733135873
1111,44619,17621,733109485275860992
1112,2671,599,732732193018155009
1113,3855,1003,732726085725589504
1114,4016,868,732585889486888962
1115,8832,2838,732375214819057664
1116,16324,6154,732005617171337216
1117,3798,1090,731285275100512256
1118,4196,1434,731156023742988288
1119,6682,2234,730924654643314689
1120,5407,2435,730573383004487680
1121,3809,1176,730427201120833536
1122,4180,1182,730211855403241472
1123,5339,2172,730196704625098752
1124,4396,1268,729854734790754305
1125,1856,431,729838605770891264
1126,4358,1390,729823566028484608
1127,6340,2586,729463711119904772
1128,2054,370,729113531270991872
1129,3460,917,728986383096946689
1130,5090,1911,728760639972315136
1131,3032,757,728751179681943552
1132,3620,1169,728653952833728512
1133,5383,2269,728409960103686147
1134,3999,1075,728387165835677696
1135,4722,1328,728046963732717569
1136,4953,1872,728035342121635841
1137,4479,1219,728015554473250816
1138,3206,720,727685679342333952
1139,6431,1962,727644517743104000
1140,4900,1379,727524757080539137
1141,3623,834,727314416056803329
1142,3324,920,727286334147182592
1143,4209,1540,727175381690781696
1144,3983,1490,727155742655025152
1145,7496,2738,726935089318363137
1146,4195,1677,726887082820554753
1147,3882,1124,726828223124897792
1148,4811,1302,726224900189511680
1149,7691,2970,725842289046749185
1150,4537,1527,725786712245440512
1151,5646,2009,725729321944506368
1152,1541,703,725458796924002305
1153,4040,1462,724983749226668032
1154,2593,725,724771698126512129
1155,5800,1847,724405726123311104
1156,4738,1984,724049859469295616
1157,2901,620,724046343203856385
1158,4561,1790,724004602748780546
1159,4236,1374,723912936180330496
1160,8435,3347,723688335806480385
1161,3291,1011,723673163800948736
1162,5761,2110,723179728551723008
1163,4493,1764,722974582966214656
1164,5393,1831,722613351520608256
1165,5086,2124,721503162398597120
1166,2748,686,721001180231503872
1167,3400,866,720785406564900865
1168,2702,760,720775346191278080
1169,4503,1681,720415127506415616
1170,6974,2840,720389942216527872
1171,3131,1098,720340705894408192
1172,4229,1268,720059472081784833
1173,5332,2253,720043174954147842
1174,5281,1979,719991154352222208
1175,4974,1645,719704490224398336
1176,5515,2192,719551379208073216
1177,3022,827,719367763014393856
1178,4822,1403,719339463458033665
1179,3711,1078,719332531645071360
1180,3818,1231,718971898235854848
1181,5720,1973,718939241951195136
1182,20697,9126,718631497683582976
1183,2669,542,718613305783398402
1184,2730,1137,718540630683709445
1185,2846,602,718460005985447936
1186,5320,1685,718454725339934721
1187,2115,565,718246886998687744
1188,4217,1127,718234618122661888
1189,2660,670,717841801130979328
1190,3170,1272,717790033953034240
1191,6281,2069,717537687239008257
1192,1748,510,717428917016076293
1193,3446,945,717421804990701568
1194,6826,2135,717047459982213120
1195,3583,1102,717009362452090881
1196,4627,1317,716802964044845056
1197,5204,1474,716791146589110272
1198,1339,475,716730379797970944
1199,14327,6643,716447146686459905
1200,2574,247,716439118184652801
1201,3041,1225,716285507865542656
1202,5272,1935,716080869887381504
1203,3485,987,715928423106027520
1204,4085,1596,715758151270801409
1205,5093,1920,715733265223708672
1206,3055,634,715704790270025728
1207,4257,1454,715696743237730304
1208,4719,1813,715680795826982913
1209,5955,1772,715360349751484417
1210,3294,768,715342466308784130
1211,2630,736,715220193576927233
1212,5578,2110,715200624753819648
1213,4550,1392,715009755312439296
1214,4094,1166,714982300363173890
1215,8028,4816,714962719905021952
1216,4503,1595,714957620017307648
1217,3571,1122,714631576617938945
1218,3938,1038,714606013974974464
1219,2962,1313,714485234495041536
1220,3281,808,714258258790387713
1221,3570,940,714251586676113411
1222,2480,990,714214115368108032
1223,4673,1569,714141408463036416
1224,3564,869,713919462244790272
1225,2078,616,713909862279876608
1226,3062,829,713900603437621249
1227,5308,1541,713761197720473600
1228,4802,1440,713411074226274305
1229,7854,3183,713177543487135744
1230,4851,1630,713175907180089344
1231,20378,7602,712809025985978368
1232,13474,5616,712717840512598017
1233,4531,1367,712668654853337088
1234,5799,1756,712438159032893441
1235,269,26,712309440758808576
1236,4144,1172,712097430750289920
1237,3211,1016,712092745624633345
1238,3531,556,712085617388212225
1239,2451,700,712065007010385924
1240,0,138,711998809858043904
1241,8776,2601,711968124745228288
1242,3095,1101,711743778164514816
1243,9756,4653,711732680602345472
1244,35865,20500,711694788429553666
1245,4228,1037,711652651650457602
1246,3996,1287,711363825979756544
1247,3596,819,711306686208872448
1248,3275,710,711008018775851008
1249,4960,1561,710997087345876993
1250,2775,779,710844581445812225
1251,2937,606,710833117892898816
1252,2529,636,710658690886586372
1253,5227,2624,710609963652087808
1254,4968,2107,710588934686908417
1255,2574,833,710296729921429505
1256,2308,580,710283270106132480
1257,4945,1425,710272297844797440
1258,2613,1257,710269109699739648
1259,3153,1006,710153181850935296
1260,3017,1008,710140971284037632
1261,5999,2233,710117014656950272
1262,3250,1215,709918798883774466
1263,732,112,709901256215666688
1264,3824,1336,709852847387627521
1265,3865,1367,709566166965075968
1266,3593,1204,709556954897764353
1267,1620,277,709519240576036864
1268,2420,665,709449600415961088
1269,2855,788,709409458133323776
1270,2615,647,709225125749587968
1271,13755,6567,709207347839836162
1272,2634,721,709198395643068416
1273,2213,763,709179584944730112
1274,2236,470,709158332880297985
1275,5197,1864,709042156699303936
1276,1941,745,708853462201716736
1277,3226,1015,708845821941387268
1278,1860,571,708834316713893888
1279,18036,7848,708810915978854401
1280,2997,917,708738143638450176
1281,2790,834,708711088997666817
1282,2768,765,708479650088034305
1283,3357,926,708469915515297792
1284,17516,11330,708400866336894977
1285,3929,1520,708356463048204288
1286,2568,831,708349470027751425
1287,4672,1727,708149363256774660
1288,3707,943,708130923141795840
1289,2937,1102,708119489313951744
1290,2124,610,708109389455101952
1291,4799,2166,708026248782585858
1292,3385,1273,707995814724026368
1293,52,2,707983188426153984
1294,2941,1097,707969809498152960
1295,3593,1079,707776935007539200
1296,2718,696,707741517457260545
1297,4495,2785,707738799544082433
1298,3765,1133,707693576495472641
1299,2834,997,707629649552134146
1300,18557,7236,707610948723478529
1301,2499,789,707420581654872064
1302,2486,673,707411934438625280
1303,3835,1490,707387676719185920
1304,3603,1214,707377100785885184
1305,2698,727,707315916783140866
1306,3022,903,707297311098011648
1307,2796,759,707059547140169728
1308,2404,900,707038192327901184
1309,4433,1540,707021089608753152
1310,2502,664,707014260413456384
1311,15961,8830,706904523814649856
1312,2264,680,706901761596989440
1313,3627,1103,706681918348251136
1314,2814,1224,706644897839910912
1315,2363,718,706593038911545345
1316,3778,1580,706538006853918722
1317,3404,1150,706516534877929472
1318,3768,1035,706346369204748288
1319,23443,9034,706310011488698368
1320,1861,522,706291001778950144
1321,2979,1030,706265994973601792
1322,4291,2511,706169069255446529
1323,5636,1819,706166467411222528
1324,1632,437,706153300320784384
1325,3397,842,705975130514706432
1326,3440,1008,705970349788291072
1327,2597,643,705898680587526145
1328,2132,596,705786532653883392
1329,3475,1308,705591895322394625
1330,3231,1045,705475953783398401
1331,4877,1859,705442520700944385
1332,4188,1931,705428427625635840
1333,3290,854,705239209544720384
1334,2829,900,705223444686888960
1335,2342,585,705102439679201280
1336,2378,683,705066031337840642
1337,4585,1245,704871453724954624
1338,2462,612,704859558691414016
1339,5594,1727,704847917308362754
1340,2906,1136,704819833553219584
1341,7283,3257,704761120771465216
1342,3212,1124,704499785726889984
1343,840,97,704491224099647488
1344,3723,1197,704480331685040129
1345,8804,3999,704364645503647744
1346,1729,393,704347321748819968
1347,1653,519,704134088924532736
1348,2031,629,704113298707505153
1349,3201,1028,704054845121142784
1350,2020,526,703774238772166656
1351,3621,1276,703769065844768768
1352,2853,772,703631701117943808
1353,4229,1709,703611486317502464
1354,4162,1559,703425003149250560
1355,2685,786,703407252292673536
1356,3837,1285,703382836347330562
1357,2085,429,703356393781329922
1358,2152,618,703268521220972544
1359,8064,3494,703079050210877440
1360,28996,14198,703041949650034688
1361,2825,811,702932127499816960
1362,1772,509,702899151802126337
1363,3516,1215,702684942141153280
1364,2398,634,702671118226825216
1365,11332,3712,702598099714314240
1366,3134,1091,702539513671897089
1367,3491,1755,702332542343577600
1368,3604,1156,702321140488925184
1369,2706,860,702276748847800320
1370,5268,1526,702217446468493312
1371,3755,1106,701981390485725185
1372,4167,1149,701952816642965504
1373,3905,1558,701889187134500865
1374,3752,1900,701805642395348998
1375,2299,523,701601587219795968
1376,3080,1055,701570477911896070
1377,2902,680,701545186879471618
1378,13475,5812,701214700881756160
1379,2437,653,700890391244103680
1380,2828,685,700864154249383937
1381,2637,558,700847567345688576
1382,2669,1085,700796979434098688
1383,25130,10673,700747788515020802
1384,2887,915,700518061187723268
1385,2487,646,700505138482569216
1386,4537,2031,700462010979500032
1387,2903,836,700167517596164096
1388,2450,754,700151421916807169
1389,8282,3129,700143752053182464
1390,2890,778,700062718104104960
1391,2262,661,700029284593901568
1392,3627,1529,700002074055016451
1393,3345,1088,699801817392291840
1394,2458,557,699788877217865730
1395,3039,1397,699779630832685056
1396,2150,690,699775878809702401
1397,11252,5174,699691744225525762
1398,6515,2938,699446877801091073
1399,2384,577,699434518667751424
1400,1505,383,699423671849451520
1401,2258,688,699413908797464576
1402,2053,497,699370870310113280
1403,3466,983,699323444782047232
1404,2451,715,699088579889332224
1405,2677,745,699079609774645248
1406,3296,1325,699072405256409088
1407,4173,2059,699060279947165696
1408,2863,1345,699036661657767936
1409,3701,1113,698989035503689728
1410,2975,1020,698953797952008193
1411,2787,699,698907974262222848
1412,2710,774,698710712454139905
1413,1608,425,698703483621523456
1414,1400,388,698635131305795584
1415,2536,704,698549713696649216
1416,2046,516,698355670425473025
1417,2485,1074,698342080612007937
1418,5214,2268,698262614669991936
1419,18408,6750,698195409219559425
1420,3084,830,698178924120031232
1421,1665,372,697995514407682048
1422,3592,1451,697990423684476929
1423,2638,776,697943111201378304
1424,3313,1337,697881462549430272
1425,1909,614,697630435728322560
1426,3467,1144,697616773278015490
1427,3306,1425,697596423848730625
1428,2250,572,697575480820686848
1429,2281,1282,697516214579523584
1430,2662,765,697482927769255936
1431,3748,1552,697463031882764288
1432,5131,2087,697270446429966336
1433,3611,1136,697259378236399616
1434,3316,1315,697255105972801536
1435,2753,751,697242256848379904
1436,3492,1156,696900204696625153
1437,2594,758,696894894812565505
1438,5317,2016,696886256886657024
1439,2689,802,696877980375769088
1440,1615,396,696754882863349760
1441,2293,1069,696744641916489729
1442,2613,757,696713835009417216
1443,4274,1887,696518437233913856
1444,1339,170,696490539101908992
1445,2788,1166,696488710901260288
1446,3531,1284,696405997980676096
1447,2125,750,696100768806522880
1448,3287,1320,695816827381944320
1449,3490,880,695794761660297217
1450,2060,854,695767669421768709
1451,5020,2377,695629776980148225
1452,4787,2026,695446424020918272
1453,9460,4017,695409464418041856
1454,4004,1675,695314793360662529
1455,2888,684,695095422348574720
1456,3116,1239,695074328191332352
1457,1771,685,695064344191721472
1458,2918,885,695051054296211456
1459,2965,1043,694925794720792577
1460,3046,1053,694905863685980160
1461,26068,13517,694669722378485760
1462,1653,328,694356675654983680
1463,2244,700,694352839993344000
1464,1727,557,694342028726001664
1465,2203,569,694329668942569472
1466,4582,2297,694206574471057408
1467,3236,1040,694183373896572928
1468,3705,1176,694001791655137281
1469,2044,457,693993230313091072
1470,1896,413,693942351086120961
1471,2961,673,693647888581312512
1472,1473,150,693644216740769793
1473,2790,472,693642232151285760
1474,2685,894,693629975228977152
1475,1691,422,693622659251335168
1476,5565,2233,693590843962331137
1477,1802,292,693582294167244802
1478,1941,698,693486665285931008
1479,3669,1403,693280720173801472
1480,2622,925,693267061318012928
1481,2459,568,693262851218264065
1482,3133,841,693231807727280129
1483,8668,3622,693155686491000832
1484,1889,695,693109034023534592
1485,2056,523,693095443459342336
1486,2926,838,692919143163629568
1487,2683,998,692905862751522816
1488,1971,682,692901601640583168
1489,2511,910,692894228850999298
1490,3148,998,692828166163931137
1491,7496,4124,692752401762250755
1492,4739,1737,692568918515392513
1493,3504,1529,692535307825213440
1494,2021,474,692530551048294401
1495,1618,265,692423280028966913
1496,10275,3917,692417313023332352
1497,2768,929,692187005137076224
1498,2369,896,692158366030913536
1499,1798,438,692142790915014657
1500,3724,1424,692041934689402880
1501,3153,1081,692017291282812928
1502,4329,1860,691820333922455552
1503,8910,4732,691793053716221953
1504,3179,1161,691756958957883396
1505,2116,577,691675652215414786
1506,2608,656,691483041324204033
1507,4449,1294,691459709405118465
1508,2890,955,691444869282295808
1509,21253,8689,691416866452082688
1510,2828,747,691321916024623104
1511,3253,1019,691096613310316544
1512,1867,385,691090071332753408
1513,6513,3282,690989312272396288
1514,3902,1421,690959652130045952
1515,4536,2245,690938899477221376
1516,3602,1143,690932576555528194
1517,4134,1442,690735892932222976
1518,2384,597,690728923253055490
1519,2547,898,690690673629138944
1520,1435,325,690649993829576704
1521,313,19,690607260360429569
1522,2163,681,690597161306841088
1523,2041,509,690400367696297985
1524,3560,972,690374419777196032
1525,2925,1006,690360449368465409
1526,1644,573,690348396616552449
1527,1845,477,690248561355657216
1528,3056,1180,690021994562220032
1529,2740,836,690015576308211712
1530,4004,1907,690005060500217858
1531,1561,424,689999384604450816
1532,1618,518,689993469801164801
1533,1490,502,689977555533848577
1534,2651,787,689905486972461056
1535,3323,1344,689877686181715968
1536,2369,850,689835978131935233
1537,3501,1052,689661964914655233
1538,11394,4412,689659372465688576
1539,2467,748,689623661272240129
1540,12795,6265,689599056876867584
1541,2257,519,689557536375177216
1542,3735,1609,689517482558820352
1543,2476,1056,689289219123089408
1544,3624,1250,689283819090870273
1545,2197,819,689280876073582592
1546,1273,285,689275259254616065
1547,2805,1212,689255633275777024
1548,3348,1128,689154315265683456
1549,2232,579,689143371370250240
1550,3003,983,688916208532455424
1551,2310,874,688908934925697024
1552,2307,890,688898160958271489
1553,2462,792,688894073864884227
1554,1508,420,688828561667567616
1555,1043,227,688804835492233216
1556,2434,759,688789766343622656
1557,2862,789,688547210804498433
1558,2520,825,688519176466644993
1559,10180,5035,688385280030670848
1560,2426,937,688211956440801280
1561,2328,669,688179443353796608
1562,3093,888,688116655151435777
1563,1878,408,688064179421470721
1564,6009,2872,687841446767013888
1565,2989,1292,687826841265172480
1566,2758,1080,687818504314159109
1567,2625,801,687807801670897665
1568,1935,750,687732144991551489
1569,2660,950,687704180304273409
1570,2121,576,687664829264453632
1571,2104,654,687494652870668288
1572,1760,281,687480748861947905
1573,2187,619,687476254459715584
1574,2243,614,687460506001633280
1575,2081,702,687399393394311168
1576,22073,10411,687317306314240000
1577,4777,2146,687312378585812992
1578,6004,2591,687127927494963200
1579,2371,577,687124485711986689
1580,6370,2803,687109925361856513
1581,2571,1124,687102708889812993
1582,2449,695,687096057537363968
1583,9433,3582,686947101016735744
1584,3852,1551,686760001961103360
1585,3812,1666,686749460672679938
1586,4543,1350,686730991906516992
1587,3072,912,686683045143953408
1588,4042,1544,686618349602762752
1589,2071,607,686606069955735556
1590,1928,769,686394059078897668
1591,3553,996,686386521809772549
1592,2433,637,686377065986265092
1593,2398,776,686358356425093120
1594,4392,1887,686286779679375361
1595,2420,836,686050296934563840
1596,1274,138,686035780142297088
1597,3424,1324,686034024800862208
1598,2704,472,686007916130873345
1599,2009,735,686003207160610816
1600,2326,611,685973236358713344
1601,1801,696,685943807276412928
1602,8277,3303,685906723014619143
1603,2069,140,685681090388975616
1604,2579,666,685667379192414208
1605,3557,1656,685663452032069632
1606,3218,885,685641971164143616
1607,35052,17465,685547936038666240
1608,3336,1298,685532292383666176
1609,10471,4535,685325112850124800
1610,2910,735,685321586178670592
1611,3676,1234,685315239903100929
1612,2262,496,685307451701334016
1613,3419,1371,685268753634967552
1614,2566,764,685198997565345792
1615,4489,1620,685169283572338688
1616,2374,421,684969860808454144
1617,7004,3487,684959798585110529
1618,3523,1191,684940049151070208
1619,3849,552,684926975086034944
1620,3848,1662,684914660081053696
1621,2053,605,684902183876321280
1622,2305,936,684880619965411328
1623,38551,24514,684830982659280897
1624,2979,1124,684800227459624960
1625,9843,4016,684594889858887680
1626,4489,1592,684588130326986752
1627,3312,1418,684567543613382656
1628,2915,1085,684538444857667585
1629,4249,1320,684481074559381504
1630,2169,628,684460069371654144
1631,8999,3727,684241637099323392
1632,1369,239,684225744407494656
1633,4225,1563,684222868335505415
1634,2394,1177,684200372118904832
1635,2108,595,684195085588783105
1636,3831,1343,684188786104872960
1637,2215,764,684177701129875456
1638,3265,1703,684147889187209216
1639,2176,539,684122891630342144
1640,4515,1621,684097758874210310
1641,4163,1262,683857920510050305
1642,2111,397,683852578183077888
1643,2896,1116,683849932751646720
1644,2880,1265,683834909291606017
1645,3053,1195,683828599284170753
1646,3684,1533,683773439333797890
1647,7162,3781,683742671509258241
1648,8058,3291,683515932363329536
1649,3469,1095,683498322573824003
1650,2878,1118,683481228088049664
1651,2676,761,683462770029932544
1652,4290,1837,683449695444799489
1653,8356,2702,683391852557561860
1654,3238,1059,683357973142474752
1655,3162,1173,683142553609318400
1656,3736,1034,683111407806746624
1657,2361,736,683098815881154561
1658,2176,634,683078886620553216
1659,2370,832,683030066213818368
1660,26239,15043,682962037429899265
1661,1953,210,682808988178739200
1662,2706,1258,682788441537560576
1663,1674,494,682750546109968385
1664,1440,397,682697186228989953
1665,3326,1207,682662431982772225
1666,2266,675,682638830361513985
1667,3769,1320,682429480204398592
1668,8319,2019,682406705142087680
1669,2441,773,682393905736888321
1670,1828,518,682389078323662849
1671,3389,1135,682303737705140231
1672,4578,1375,682259524040966145
1673,3566,1341,682242692827447297
1674,20108,11271,682088079302213632
1675,5442,1915,682059653698686977
1676,3525,1088,682047327939461121
1677,7223,2294,682032003584274432
1678,3464,1722,682003177596559360
1679,3043,1161,681981167097122816
1680,2706,951,681891461017812993
1681,14010,4581,681694085539872773
1682,1923,499,681679526984871937
1683,2903,1045,681654059175129088
1684,2100,533,681610798867845120
1685,3893,1489,681579835668455424
1686,15749,6620,681523177663676416
1687,1803,313,681340665377193984
1688,10202,4598,681339448655802368
1689,2918,863,681320187870711809
1690,4347,2072,681302363064414209
1691,3490,1091,681297372102656000
1692,3520,1258,681281657291280384
1693,1597,308,681261549936340994
1694,1645,624,681242418453299201
1695,2629,540,681231109724700672
1696,4077,1691,681193455364796417
1697,2665,749,680970795137544192
1698,4986,2243,680959110691590145
1699,3544,1225,680940246314430465
1700,2285,497,680934982542561280
1701,2609,705,680913438424612864
1702,1945,418,680889648562991104
1703,3766,1513,680836378243002368
1704,2370,751,680805554198020098
1705,2600,925,680801747103793152
1706,3134,1182,680798457301471234
1707,2906,816,680609293079592961
1708,3939,1514,680583894916304897
1709,4639,2162,680497766108381184
1710,1879,542,680494726643068929
1711,2778,844,680473011644985345
1712,1583,564,680440374763077632
1713,1598,329,680221482581123072
1714,3115,1323,680206703334408192
1715,2356,577,680191257256136705
1716,4263,1760,680176173301628928
1717,2538,828,680161097740095489
1718,3955,1972,680145970311643136
1719,2519,1078,680130881361686529
1720,2972,1028,680115823365742593
1721,3891,1554,680100725817409536
1722,13959,10034,680085611152338944
1723,2818,994,680070545539371008
1724,18278,8067,680055455951884288
1725,2155,726,679877062409191424
1726,2365,749,679872969355714560
1727,2678,706,679862121895714818
1728,3143,1402,679854723806179328
1729,2593,887,679844490799091713
1730,39726,15839,679828447187857408
1731,3390,1281,679777920601223168
1732,2311,918,679736210798047232
1733,2367,937,679729593985699840
1734,1817,539,679722016581222400
1735,5208,2347,679530280114372609
1736,2892,823,679527802031484928
1737,3711,1461,679511351870550016
1738,3484,1673,679503373272485890
1739,2304,728,679475951516934144
1740,34856,21324,679462823135686656
1741,2594,1364,679405845277462528
1742,23568,9193,679158373988876288
1743,3028,1163,679148763231985668
1744,3253,1314,679132435750195208
1745,6514,2893,679111216690831360
1746,18712,9299,679062614270468097
1747,2460,781,679047485189439488
1748,3075,1378,679001094530465792
1749,2537,1333,678991772295516161
1750,1796,528,678969228704284672
1751,2810,1018,678800283649069056
1752,3804,1350,678798276842360832
1753,3037,1043,678774928607469569
1754,3864,1553,678767140346941444
1755,1788,544,678764513869611008
1756,7802,3741,678755239630127104
1757,4099,1926,678740035362037760
1758,6082,2753,678708137298427904
1759,3155,1680,678675843183484930
1760,2250,489,678643457146150913
1761,4358,1785,678446151570427904
1762,5916,2880,678424312106393600
1763,4640,2072,678410210315247616
1764,61794,30742,678399652199309312
1765,1731,478,678396796259975168
1766,2044,473,678389028614488064
1767,2655,1020,678380236862578688
1768,1896,612,678341075375947776
1769,1427,304,678334497360859136
1770,12531,6857,678278586130948096
1771,1726,418,678255464182861824
1772,2095,439,678023323247357953
1773,15018,7148,678021115718029313
1774,3701,1879,677961670166224897
1775,1476,463,677918531514703872
1776,5275,2384,677895101218201600
1777,3323,1104,677716515794329600
1778,3689,1622,677700003327029250
1779,1332,363,677698403548192770
1780,2681,950,677687604918272002
1781,3603,1677,677673981332312066
1782,2134,1101,677662372920729601
1783,2040,886,677644091929329666
1784,2322,819,677573743309385728
1785,1409,513,677565715327688705
1786,2665,1322,677557565589463040
1787,7568,4076,677547928504967168
1788,1161,250,677530072887205888
1789,3328,2017,677335745548390400
1790,1477,328,677334615166730240
1791,1189,265,677331501395156992
1792,3938,1693,677328882937298944
1793,1799,611,677314812125323265
1794,1362,471,677301033169788928
1795,2164,790,677269281705472000
1796,3837,1840,677228873407442944
1797,2981,1033,677187300187611136
1798,3015,1203,676975532580409345
1799,2395,907,676957860086095872
1800,1413,448,676949632774234114
1801,2354,980,676948236477857792
1802,1844,426,676946864479084545
1803,2261,855,676942428000112642
1804,13809,5515,676936541936185344
1805,3231,2002,676916996760600576
1806,2426,817,676897532954456065
1807,2294,808,676864501615042560
1808,25124,17605,676821958043033607
1809,1957,741,676819651066732545
1810,1536,469,676811746707918848
1811,5405,2249,676776431406465024
1812,3149,1108,676617503762681856
1813,1183,219,676613908052996102
1814,2039,490,676606785097199616
1815,1280,440,676603393314578432
1816,4954,2410,676593408224403456
1817,1001,142,676590572941893632
1818,2533,896,676588346097852417
1819,1310,312,676582956622721024
1820,2807,1254,676575501977128964
1821,2025,621,676533798876651520
1822,1641,602,676496375194980353
1823,12616,5224,676470639084101634
1824,1863,748,676440007570247681
1825,1526,385,676430933382295552
1826,2243,609,676263575653122048
1827,1335,331,676237365392908289
1828,67100,31989,676219687039057920
1829,1881,661,676215927814406144
1830,2478,1145,676191832485810177
1831,2077,744,676146341966438401
1832,2335,1297,676121918416756736
1833,3042,1284,676101918813499392
1834,3279,1623,676098748976615425
1835,1431,483,676089483918516224
1836,1774,653,675898130735476737
1837,2297,976,675891555769696257
1838,2581,1067,675888385639251968
1839,4531,1570,675878199931371520
1840,1783,632,675870721063669760
1841,2927,1460,675853064436391936
1842,1027,172,675849018447167488
1843,2477,1000,675845657354215424
1844,1652,591,675822767435051008
1845,1140,260,675820929667219457
